3.0991707	3.943502	-3.3955562	-1.822163	-1.5167371	-3.259614	-3.1442862	3.5757136	-2.6144745	3.6059422	-3.9156299	2.772731	3.934027	-3.3763294	3.5696654	-1.1713457
3.204748	3.9589286	-3.5250711	-1.7432325	-1.4678024	-3.330495	-3.1869996	3.6635096	-2.6359174	3.5508387	-3.9355655	2.9483414	3.9717076	-3.4102886	3.6215684	-1.1652468
2.4005408	2.93633	-2.668333	-1.2004087	-1.0544211	-2.4152684	-2.2622406	2.6457715	-1.8907292	2.6798368	-2.8739088	2.155759	2.8920467	-2.5819247	2.6389816	-0.7554771
2.2855134	2.846068	-2.5735128	-1.159802	-1.0467483	-2.3343344	-2.2541213	2.605088	-1.7902764	2.5924728	-2.780326	2.082492	2.770032	-2.4718149	2.529962	-0.7677441
2.1046462	2.6281605	-2.372275	-1.1661696	-1.0057286	-2.2225957	-2.0705903	2.401604	-1.6988117	2.3894334	-2.5977128	1.9618174	2.6277888	-2.3144727	2.396798	-0.73252255
2.1423721	2.5422208	-2.3097022	-1.0650526	-0.9557836	-2.1467557	-2.0489137	2.309933	-1.6187586	2.315067	-2.4587371	1.9030285	2.522645	-2.2830334	2.3683836	-0.70060533
1.9282298	2.3421788	-2.1158695	-0.9463778	-0.9075822	-1.9175309	-1.8635548	2.1452422	-1.5482314	2.136467	-2.2129734	1.6912819	2.325401	-1.9497442	2.1079066	-0.58971494
1.7741437	2.1263998	-1.9152763	-0.8656956	-0.74973863	-1.7697452	-1.7155623	1.9296632	-1.4178782	1.8390785	-2.0953894	1.5652815	2.108947	-1.8150557	1.9116035	-0.53008634
1.7261883	2.1004262	-1.9159496	-0.7774102	-0.74790704	-1.7793994	-1.6590093	1.9140668	-1.3885398	1.808108	-2.085644	1.4460576	2.0630655	-1.7485486	1.933331	-0.48288128
1.7280813	2.133637	-2.0079432	-0.8902565	-0.78726554	-1.8058968	-1.6408805	1.90812	-1.3470838	1.880251	-2.0491378	1.6272823	2.1399922	-1.8460349	1.9234507	-0.572058
1.8799276	2.2775643	-2.0762465	-0.94883597	-0.8754105	-1.9098539	-1.8250557	2.107132	-1.4583764	2.0233657	-2.2722304	1.6565142	2.2119555	-2.007112	2.089526	-0.6354144
1.532228	1.8821162	-1.6429693	-0.7032222	-0.7073768	-1.5697076	-1.4324156	1.6983696	-1.2004519	1.6891104	-1.81379	1.3332272	1.7872225	-1.5629812	1.6519656	-0.42889404
1.3334568	1.6686096	-1.5163828	-0.6721406	-0.6105959	-1.4164847	-1.3951644	1.5559454	-1.1509912	1.4782425	-1.6680821	1.2609543	1.7161587	-1.4271892	1.5812709	-0.51659864
1.2138106	1.4350405	-1.3696814	-0.57659554	-0.5696423	-1.2242622	-1.1565676	1.2551436	-0.91205597	1.3441181	-1.4223748	1.0284053	1.3846819	-1.245552	1.3616464	-0.42365012
1.1729971	1.4583943	-1.2842306	-0.63984364	-0.48571813	-1.1875435	-1.1806495	1.3162099	-0.9757623	1.3472476	-1.410179	1.0874629	1.4567515	-1.2649268	1.2912558	-0.40067476
